Sat Apr 11 15:17:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.54.14              Driver Version: 550.54.14      CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L4                      Off |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA L4                      Off |   00000000:81:00.0 Off |                    0 |
| N/A   34C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Evaluation return: -14.62, best: -inf
Evaluation return: 260.86, best: 314.21
Evaluation return: 263.04, best: 314.21
Evaluation return: 263.48, best: 314.21
Evaluation return: 267.43, best: 314.21
Evaluation return: 278.99, best: 314.21
Evaluation return: 284.28, best: 314.21
Evaluation return: 279.77, best: 314.21
Evaluation return: 278.09, best: 314.21
Evaluation return: 280.61, best: 314.21
Evaluation return: 275.97, best: 314.21
Evaluation return: 281.28, best: 314.21
Evaluation return: 272.99, best: 314.21
Evaluation return: 275.18, best: 314.21
Evaluation return: 274.14, best: 314.21
Evaluation return: 275.02, best: 314.21
Evaluation return: 268.68, best: 314.21
Evaluation return: 271.73, best: 314.21
Evaluation return: 273.31, best: 314.21
Evaluation return: 277.74, best: 314.21
Evaluation return: 283.42, best: 314.21
Evaluation return: 286.00, best: 314.21
Evaluation return: 288.89, best: 314.21
Evaluation return: 287.90, best: 314.21
Evaluation return: 290.43, best: 314.21
Evaluation return: 289.15, best: 314.21
Evaluation return: 292.39, best: 314.21
Evaluation return: 296.73, best: 314.21
Evaluation return: 298.79, best: 314.21
Evaluation return: 297.67, best: 314.21
Evaluation return: 299.26, best: 314.21
Evaluation return: 291.68, best: 314.21
Evaluation return: 295.12, best: 314.21
Evaluation return: 290.99, best: 314.21
Evaluation return: 285.02, best: 314.21
Evaluation return: 286.68, best: 314.21
Evaluation return: 289.69, best: 314.21
Evaluation return: 287.41, best: 314.21
Evaluation return: 281.26, best: 314.21
Evaluation return: 275.69, best: 314.21
Evaluation return: 269.20, best: 314.21
Evaluation return: 271.75, best: 314.21
Evaluation return: 270.26, best: 314.21
Evaluation return: 271.13, best: 314.21
Evaluation return: 270.38, best: 314.21
Evaluation return: 266.00, best: 314.21
Evaluation return: 257.53, best: 314.21
Evaluation return: 253.04, best: 314.21
Evaluation return: 256.34, best: 314.21
Evaluation return: 258.17, best: 314.21
Evaluation return: 260.27, best: 314.21
Evaluation return: 257.64, best: 314.21
Evaluation return: 257.20, best: 314.21
Evaluation return: 257.29, best: 314.21
Evaluation return: 257.25, best: 314.21
Evaluation return: 263.07, best: 314.21
Evaluation return: 260.70, best: 314.21
Evaluation return: 267.59, best: 314.21
Evaluation return: 266.57, best: 314.21
Evaluation return: 268.72, best: 314.21
Evaluation return: 259.19, best: 314.21
Evaluation return: 264.21, best: 314.21
Evaluation return: 268.07, best: 314.21
Evaluation return: 270.62, best: 314.21
Evaluation return: 274.37, best: 314.21
Evaluation return: 271.82, best: 314.21
Evaluation return: 282.88, best: 314.21
Evaluation return: 278.75, best: 314.21
Evaluation return: 279.50, best: 314.21
Evaluation return: 271.30, best: 314.21
Evaluation return: 283.56, best: 314.21
Evaluation return: 277.81, best: 314.21
Evaluation return: 274.22, best: 314.21
Evaluation return: 269.18, best: 314.21
Evaluation return: 268.41, best: 314.21
Evaluation return: 262.56, best: 314.21
Evaluation return: 260.82, best: 314.21
Evaluation return: 263.13, best: 314.21
Evaluation return: 264.87, best: 314.21
Evaluation return: 272.15, best: 314.21
Evaluation return: 275.61, best: 314.21
Evaluation return: 280.28, best: 314.21
Evaluation return: 281.26, best: 314.21
Evaluation return: 285.95, best: 314.21
Evaluation return: 282.83, best: 314.21
Evaluation return: 285.63, best: 314.21
Evaluation return: 282.31, best: 314.21
Evaluation return: 278.06, best: 314.21
Evaluation return: 271.54, best: 314.21
Evaluation return: 275.38, best: 314.21
Evaluation return: 271.67, best: 314.21
Evaluation return: 273.84, best: 314.21
Evaluation return: 269.01, best: 314.21
Evaluation return: 272.07, best: 314.21
Evaluation return: 272.46, best: 314.21
Evaluation return: 272.69, best: 314.21
Evaluation return: 276.27, best: 314.21
Evaluation return: 280.17, best: 314.21
Evaluation return: 285.26, best: 314.21
Evaluation return: 281.52, best: 314.21
Evaluation return: 278.96, best: 314.21
Evaluation return: 271.60, best: 314.21
Evaluation return: 274.56, best: 314.21
Evaluation return: 274.58, best: 314.21
Evaluation return: 277.25, best: 314.21
Evaluation return: 282.51, best: 314.21
Evaluation return: 283.89, best: 314.21
Evaluation return: 282.21, best: 314.21
Evaluation return: 284.78, best: 314.21
Evaluation return: 287.24, best: 314.21
Evaluation return: 286.09, best: 314.21
Evaluation return: 288.14, best: 314.21
Evaluation return: 290.43, best: 314.21
Evaluation return: 285.80, best: 314.21
Evaluation return: 287.51, best: 314.21
Evaluation return: 282.18, best: 314.21
Evaluation return: 278.40, best: 314.21
Evaluation return: 277.50, best: 314.21
Evaluation return: 277.60, best: 314.21
Evaluation return: 275.71, best: 314.21
Evaluation return: 275.73, best: 314.21
Evaluation return: 280.64, best: 314.21
Evaluation return: 282.83, best: 314.21
Evaluation return: 275.37, best: 314.21
Evaluation return: 274.46, best: 314.21
Evaluation return: 275.20, best: 314.21
Evaluation return: 276.91, best: 314.21
Evaluation return: 281.57, best: 314.21
Evaluation return: 274.73, best: 314.21
Evaluation return: 267.97, best: 314.21
Evaluation return: 273.85, best: 314.21
Evaluation return: 271.90, best: 314.21
Evaluation return: 268.07, best: 314.21
Evaluation return: 267.16, best: 314.21
Evaluation return: 268.89, best: 314.21
Evaluation return: 272.28, best: 314.21
Evaluation return: 270.30, best: 314.21
Evaluation return: 265.38, best: 314.21
Evaluation return: 268.31, best: 314.21
Evaluation return: 278.19, best: 314.21
Evaluation return: 265.19, best: 314.21
Evaluation return: 263.72, best: 314.21
Evaluation return: 266.00, best: 314.21
Evaluation return: 274.91, best: 314.21
Evaluation return: 270.02, best: 314.21
Evaluation return: 268.78, best: 314.21
Evaluation return: 269.41, best: 314.21
Evaluation return: 261.32, best: 314.21
Evaluation return: 253.97, best: 314.21
Evaluation return: 251.44, best: 314.21
Evaluation return: 260.81, best: 314.21
Evaluation return: 253.55, best: 314.21
Evaluation return: 239.66, best: 314.21
Evaluation return: 231.28, best: 314.21
Evaluation return: 222.98, best: 314.21
Evaluation return: 212.74, best: 314.21
Evaluation return: 186.18, best: 314.21
Evaluation return: 172.39, best: 314.21
Evaluation return: 175.03, best: 314.21
Evaluation return: 168.53, best: 314.21
Evaluation return: 154.76, best: 314.21
Evaluation return: 155.38, best: 314.21
Evaluation return: 151.70, best: 314.21
Evaluation return: 127.43, best: 314.21
Evaluation return: 131.30, best: 314.21
Evaluation return: 131.04, best: 314.21
Evaluation return: 152.86, best: 314.21
Evaluation return: 178.55, best: 314.21
Evaluation return: 174.97, best: 314.21
Evaluation return: 176.06, best: 314.21
Evaluation return: 193.78, best: 314.21
Evaluation return: 199.97, best: 314.21
Evaluation return: 214.54, best: 314.21
Evaluation return: 246.51, best: 314.21
Evaluation return: 253.91, best: 314.21
Evaluation return: 263.56, best: 314.21
Evaluation return: 264.13, best: 314.21
Evaluation return: 255.58, best: 314.21
Evaluation return: 261.43, best: 314.21
Evaluation return: 257.91, best: 314.21
Evaluation return: 253.97, best: 314.21
Evaluation return: 259.61, best: 314.21
Evaluation return: 261.68, best: 314.21
Evaluation return: 259.16, best: 314.21
Evaluation return: 257.03, best: 314.21
Evaluation return: 253.00, best: 314.21
Evaluation return: 253.90, best: 314.21
Evaluation return: 263.64, best: 314.21
Evaluation return: 268.44, best: 314.21
Evaluation return: 277.74, best: 314.21
Evaluation return: 280.07, best: 314.21
Evaluation return: 280.08, best: 314.21
Evaluation return: 279.34, best: 314.21
Evaluation return: 283.24, best: 314.21
Evaluation return: 287.22, best: 314.21
Evaluation return: 288.71, best: 314.21
Evaluation return: 293.85, best: 314.21
Evaluation return: 284.93, best: 314.21
Evaluation return: 281.86, best: 314.21
Evaluation return: 278.52, best: 314.21
Evaluation return: 272.57, best: 314.21
Evaluation return: 270.39, best: 314.21
Evaluation return: 269.44, best: 314.21
Evaluation return: 261.84, best: 314.21
Evaluation return: 251.42, best: 314.21
Evaluation return: 250.40, best: 314.21
Evaluation return: 242.36, best: 314.21
Evaluation return: 247.95, best: 314.21
Evaluation return: 247.60, best: 314.21
Evaluation return: 248.89, best: 314.21
Evaluation return: 250.79, best: 314.21
Evaluation return: 248.37, best: 314.21
Evaluation return: 250.07, best: 314.21
Evaluation return: 259.13, best: 314.21
Evaluation return: 267.62, best: 314.21
Evaluation return: 272.75, best: 314.21
Evaluation return: 282.40, best: 314.21
Evaluation return: 277.36, best: 314.21
Evaluation return: 278.29, best: 314.21
Evaluation return: 275.44, best: 314.21
Evaluation return: 272.44, best: 314.21
Evaluation return: 275.22, best: 314.21
Evaluation return: 271.99, best: 314.21
Evaluation return: 269.74, best: 314.21
Evaluation return: 266.28, best: 314.21
Evaluation return: 264.23, best: 314.21
Evaluation return: 261.60, best: 314.21
Evaluation return: 268.51, best: 314.21
Evaluation return: 267.62, best: 314.21
Evaluation return: 274.45, best: 314.21
Evaluation return: 284.44, best: 314.21
Evaluation return: 281.37, best: 314.21
Evaluation return: 287.12, best: 314.21
Evaluation return: 288.75, best: 314.21
Evaluation return: 291.90, best: 314.21
Evaluation return: 290.76, best: 314.21
Evaluation return: 286.15, best: 314.21
Evaluation return: 286.22, best: 314.21
Evaluation return: 287.88, best: 314.21
Evaluation return: 286.09, best: 314.21
Evaluation return: 284.25, best: 314.21
Evaluation return: 289.25, best: 314.21
Evaluation return: 280.23, best: 314.21
Evaluation return: 272.98, best: 314.21
Evaluation return: 275.56, best: 314.21
Evaluation return: 265.20, best: 314.21
Evaluation return: 265.46, best: 314.21
Evaluation return: 262.90, best: 314.21
Evaluation return: 262.54, best: 314.21
Evaluation return: 264.54, best: 314.21
Evaluation return: 260.67, best: 314.21
Evaluation return: 252.21, best: 314.21
Evaluation return: 261.38, best: 314.21
Evaluation return: 268.48, best: 314.21
Evaluation return: 267.99, best: 314.21
Evaluation return: 274.45, best: 314.21
Evaluation return: 279.03, best: 314.21
Evaluation return: 277.44, best: 314.21
Evaluation return: 277.08, best: 314.21
Evaluation return: 267.54, best: 314.21
Evaluation return: 268.51, best: 314.21
Evaluation return: 268.35, best: 314.21
Evaluation return: 266.83, best: 314.21
Evaluation return: 257.58, best: 314.21
Evaluation return: 255.06, best: 314.21
Evaluation return: 259.93, best: 314.21
Evaluation return: 259.50, best: 314.21
Evaluation return: 256.26, best: 314.21
Evaluation return: 251.90, best: 314.21
Evaluation return: 261.41, best: 314.21
Evaluation return: 261.53, best: 314.21
Evaluation return: 266.88, best: 314.21
Evaluation return: 266.26, best: 314.21
Evaluation return: 273.17, best: 314.21
Evaluation return: 274.97, best: 314.21
Evaluation return: 269.94, best: 314.21
Evaluation return: 272.80, best: 314.21
Evaluation return: 281.69, best: 314.21
Evaluation return: 288.35, best: 314.21
Evaluation return: 288.35, best: 314.21
Evaluation return: 280.89, best: 314.21
Evaluation return: 282.90, best: 314.21
Evaluation return: 283.65, best: 314.21
Evaluation return: 284.94, best: 314.21
Evaluation return: 287.18, best: 314.21
Evaluation return: 296.08, best: 314.21
Evaluation return: 292.67, best: 314.21
Evaluation return: 287.00, best: 314.21
Evaluation return: 285.58, best: 314.21
Evaluation return: 283.56, best: 314.21
Evaluation return: 294.20, best: 314.21
Evaluation return: 294.07, best: 314.21
Evaluation return: 290.13, best: 314.21
Evaluation return: 293.65, best: 314.21
Evaluation return: 290.78, best: 314.21
Evaluation return: 286.08, best: 314.21
Evaluation return: 287.78, best: 314.21
Evaluation return: 289.21, best: 314.21
Evaluation return: 291.40, best: 314.21
Evaluation return: 293.59, best: 314.21
Evaluation return: 287.05, best: 314.21
Evaluation return: 282.33, best: 314.21
Evaluation return: 287.54, best: 314.21
Evaluation return: 284.14, best: 314.21
Evaluation return: 287.14, best: 314.21
Evaluation return: 288.81, best: 314.21
Evaluation return: 288.65, best: 314.21
Evaluation return: 292.80, best: 314.21
Evaluation return: 290.86, best: 314.21
Evaluation return: 289.67, best: 314.21
Evaluation return: 293.81, best: 314.21
Evaluation return: 299.84, best: 314.21
Evaluation return: 293.87, best: 314.21
Evaluation return: 292.64, best: 314.21
Evaluation return: 289.78, best: 314.21
Evaluation return: 284.43, best: 314.21
Evaluation return: 286.20, best: 314.21
Evaluation return: 286.09, best: 314.21
Evaluation return: 281.27, best: 314.21
Evaluation return: 278.31, best: 314.21
Evaluation return: 276.44, best: 314.21
Evaluation return: 269.75, best: 314.21
Evaluation return: 273.39, best: 314.21
Evaluation return: 271.57, best: 314.21
Evaluation return: 272.00, best: 314.21
Evaluation return: 269.66, best: 314.21
Evaluation return: 264.91, best: 314.21
Evaluation return: 262.70, best: 314.21
Evaluation return: 266.94, best: 314.21
Evaluation return: 267.72, best: 314.21
Evaluation return: 267.86, best: 314.21
Evaluation return: 270.73, best: 314.21
Evaluation return: 271.40, best: 314.21
Evaluation return: 272.96, best: 314.21
Evaluation return: 275.37, best: 314.21
Evaluation return: 278.68, best: 314.21
Evaluation return: 276.49, best: 314.21
Evaluation return: 270.44, best: 314.21
Evaluation return: 270.48, best: 314.21
Evaluation return: 267.45, best: 314.21
Evaluation return: 263.02, best: 314.21
Evaluation return: 264.80, best: 314.21
Evaluation return: 260.38, best: 314.21
Evaluation return: 260.13, best: 314.21
Evaluation return: 252.62, best: 314.21
Evaluation return: 256.33, best: 314.21
Evaluation return: 258.43, best: 314.21
Evaluation return: 266.85, best: 314.21
Evaluation return: 266.35, best: 314.21
Evaluation return: 267.00, best: 314.21
Evaluation return: 265.04, best: 314.21
Evaluation return: 262.94, best: 314.21
Evaluation return: 266.11, best: 314.21
Evaluation return: 267.93, best: 314.21
Evaluation return: 270.44, best: 314.21
Evaluation return: 270.50, best: 314.21
Evaluation return: 268.84, best: 314.21
Evaluation return: 263.62, best: 314.21
Evaluation return: 260.67, best: 314.21
Evaluation return: 262.80, best: 314.21
Evaluation return: 267.89, best: 314.21
Evaluation return: 266.36, best: 314.21
Evaluation return: 265.41, best: 314.21
Evaluation return: 268.76, best: 314.21
Evaluation return: 268.89, best: 314.21
Evaluation return: 270.45, best: 314.21
Evaluation return: 271.70, best: 314.21
Evaluation return: 271.82, best: 314.21
Evaluation return: 277.37, best: 314.21
Evaluation return: 274.00, best: 314.21
Evaluation return: 276.44, best: 314.21
Evaluation return: 280.87, best: 314.21
Evaluation return: 284.71, best: 314.21
Evaluation return: 280.71, best: 314.21
Evaluation return: 277.93, best: 314.21
Evaluation return: 277.92, best: 314.21
Evaluation return: 283.02, best: 314.21
Evaluation return: 282.66, best: 314.21
Evaluation return: 280.55, best: 314.21
Evaluation return: 286.42, best: 314.21
Evaluation return: 286.22, best: 314.21
Evaluation return: 278.02, best: 314.21
Evaluation return: 271.64, best: 314.21
Evaluation return: 268.52, best: 314.21
Evaluation return: 263.80, best: 314.21
Evaluation return: 263.02, best: 314.21
Evaluation return: 257.93, best: 314.21
Evaluation return: 257.22, best: 314.21
Evaluation return: 257.47, best: 314.21
Evaluation return: 250.85, best: 314.21
Evaluation return: 253.76, best: 314.21
Evaluation return: 263.34, best: 314.21
Evaluation return: 269.72, best: 314.21
Evaluation return: 273.87, best: 314.21
Evaluation return: 286.16, best: 314.21
Evaluation return: 286.73, best: 314.21
Evaluation return: 283.91, best: 314.21
Evaluation return: 286.67, best: 314.21
Evaluation return: 285.50, best: 314.21
Evaluation return: 289.76, best: 314.21
Evaluation return: 282.82, best: 314.21
Evaluation return: 275.96, best: 314.21
Evaluation return: 272.75, best: 314.21
Evaluation return: 266.84, best: 314.21
Evaluation return: 262.98, best: 314.21
Evaluation return: 265.48, best: 314.21
Evaluation return: 271.86, best: 314.21
Evaluation return: 267.25, best: 314.21
Evaluation return: 264.55, best: 314.21
Evaluation return: 262.85, best: 314.21
Evaluation return: 266.45, best: 314.21
Evaluation return: 273.31, best: 314.21
Evaluation return: 266.08, best: 314.21
Evaluation return: 275.08, best: 314.21
Evaluation return: 270.17, best: 314.21
Evaluation return: 265.93, best: 314.21
Evaluation return: 259.34, best: 314.21
Evaluation return: 260.37, best: 314.21
Evaluation return: 258.60, best: 314.21
Evaluation return: 261.26, best: 314.21
Evaluation return: 263.49, best: 314.21
